matchId,blueWins,blueWardsPlaced,blueControlWardsPlaced,blueWardsDestroyed,blueControlWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueVoidGrubs,blueTowersDestroyed,bluePlatesDestroyed,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueFirstTurret,blueInhibitorsDestroyed,blueFirstDragon,redWardsPlaced,redControlWardsPlaced,redWardsDestroyed,redControlWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redVoidGrubs,redTowersDestroyed,redPlatesDestroyed,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redFirstTurret,redInhibitorsDestroyed,redFirstDragon,gameDuration
KR_7090348817,1,28,9,15,2,1,14,11,14,2,0,4,1,8,29378,30485,351,104,1,0,1,67,2,6,4,0,11,14,15,0,0,2,1,3,27026,29821,367,88,0,0,0,1713.011
KR_7098824029,0,70,10,16,7,0,11,14,17,0,0,4,1,10,26810,28082,364,92,1,0,0,203,9,12,7,1,14,11,19,2,0,2,1,4,31315,30463,385,102,0,0,1,1334.076
KR_7061672788,0,62,6,12,8,0,10,14,11,1,0,1,1,6,25941,28771,333,78,1,0,0,32,10,12,5,1,14,10,16,1,0,2,0,7,29517,30448,414,64,0,0,1,1700.425
KR_7108067019,0,76,10,13,4,1,13,11,21,1,0,6,2,12,29951,32031,396,91,1,0,1,83,6,8,6,0,11,13,16,1,0,0,0,0,26877,32346,384,96,0,0,0,1802.635
KR_7089976304,1,76,8,10,3,0,11,9,15,2,0,6,1,10,28054,30350,400,101,1,0,1,41,7,12,6,1,9,11,15,0,0,0,0,1,27015,29624,384,76,0,0,0,2121.05
KR_7083909606,1,70,11,12,4,1,17,6,26,2,0,0,0,5,28451,29729,349,88,0,0,1,29,4,18,5,0,6,17,9,0,1,6,1,8,27498,29974,390,100,1,0,0,1571.341
KR_7103027186,0,30,7,6,2,1,10,10,13,0,1,5,0,5,26394,30685,374,78,0,0,0,30,7,9,5,0,10,10,13,2,0,1,1,6,28115,30711,371,98,1,0,1,1712.858
KR_7103805001,1,51,9,9,4,1,17,7,11,1,0,1,1,13,30522,32553,402,85,1,0,1,62,6,11,6,0,7,17,0,0,0,5,0,3,23573,29917,341,81,0,0,0,1435.871
KR_7095993203,0,33,4,16,6,0,5,15,4,0,0,5,0,4,23131,29821,378,76,0,0,0,80,11,15,4,1,15,5,19,2,0,1,2,5,31528,33782,437,100,1,0,1,953.383
KR_7090262302,1,55,6,12,2,1,18,16,15,0,0,4,0,10,30174,31100,387,92,0,0,0,40,7,17,6,0,16,18,21,1,0,2,1,5,30037,30586,332,86,1,0,1,2508.337
KR_7091973094,1,38,12,8,4,1,16,7,20,0,0,6,2,13,32014,31172,354,92,1,0,0,31,5,18,10,0,7,16,9,2,0,0,0,1,24787,27781,336,82,0,0,1,953.956
KR_7084348170,0,27,9,11,5,1,13,12,20,1,0,4,0,8,27961,29626,384,104,0,0,1,39,6,12,7,0,12,13,19,1,0,2,0,3,28710,32305,384,94,0,0,0,1801.302
KR_7072149904,0,24,1,9,7,0,8,15,8,1,1,0,0,10,25097,30154,346,84,0,0,1,31,9,3,0,1,15,8,20,1,0,6,2,2,30050,32153,351,107,1,0,0,1194.171
KR_7088542641,1,63,7,16,8,1,17,5,24,2,0,0,1,6,29592,30989,388,98,1,0,1,46,9,12,3,0,5,17,6,0,0,6,1,5,25885,27229,383,96,0,0,0,1193.633
KR_7097406942,0,35,4,11,6,0,16,19,22,0,0,4,0,4,28433,29357,366,74,0,0,0,42,12,11,2,1,19,16,23,1,0,2,1,7,31551,31177,381,84,1,0,1,2347.835
KR_7104850775,0,31,6,12,5,1,9,11,12,2,0,6,2,13,26030,27662,358,79,1,0,1,51,8,16,4,0,11,9,22,0,0,0,2,4,29485,31869,383,88,0,0,0,1737.072
KR_7106641576,0,32,5,10,6,0,6,12,6,0,0,6,1,7,23962,29330,349,85,0,0,0,52,11,12,4,1,12,6,15,1,0,0,2,4,29620,31853,394,85,1,0,1,1111.643
KR_7084584943,0,28,6,10,3,0,7,15,8,0,0,3,0,4,23384,28172,335,66,0,0,0,35,7,12,5,1,15,7,18,2,0,3,2,7,30756,31917,375,109,1,0,1,931.037
KR_7082745886,0,44,7,13,5,0,16,13,25,0,0,3,0,5,28224,30108,320,98,0,0,0,35,9,10,4,1,13,16,18,1,0,3,1,5,29166,28842,363,78,1,0,1,1536.203
KR_7107139204,1,39,10,12,3,1,8,4,13,1,0,5,2,10,28835,31370,402,108,1,0,1,34,7,8,5,0,4,8,6,0,1,1,0,1,22601,28739,351,64,0,0,0,1013.026
KR_7093509037,0,62,7,12,5,1,7,16,4,0,0,0,0,8,25639,30482,403,86,0,0,0,76,11,14,5,0,16,7,11,2,0,6,2,5,30855,34270,413,110,1,0,1,958.2
KR_7092405620,0,61,5,8,2,1,7,21,10,1,0,1,0,13,24986,28856,370,89,0,0,1,35,5,5,2,0,21,7,23,0,0,2,1,4,31022,31424,358,67,1,0,0,1107.593
KR_7087068674,1,32,6,6,3,1,22,11,24,1,0,6,1,8,31284,31966,396,82,1,0,1,24,4,6,2,0,11,22,7,0,0,0,0,3,27406,30827,382,84,0,0,0,1155.187
KR_7099817958,1,27,6,11,2,0,10,11,10,0,0,4,0,7,27179,30209,375,81,0,0,0,29,6,6,3,1,11,10,8,1,0,2,0,1,25934,30244,388,72,0,0,1,2360.555
KR_7074466676,0,43,16,15,6,1,16,9,20,1,1,3,1,6,27752,30874,355,82,0,0,1,44,8,12,9,0,9,16,14,0,0,3,1,6,28722,30033,392,80,1,0,0,1706.767
KR_7098951032,0,31,7,14,3,1,8,9,12,0,0,1,1,7,25610,28239,365,70,0,0,0,53,13,10,6,0,9,8,15,1,1,5,2,5,29413,30981,407,98,1,0,1,1674.253
KR_7080425903,1,50,5,8,6,0,21,13,24,1,0,2,2,7,31450,32357,365,64,1,0,0,27,8,6,2,1,13,21,11,1,0,4,0,5,27856,29206,333,99,0,0,1,1228.906
KR_7097418233,0,47,9,17,6,0,15,6,24,1,0,0,0,5,28605,29839,382,76,0,0,1,33,8,13,7,1,6,15,3,0,0,6,0,4,24260,29809,383,77,0,0,0,2096.786
KR_7097049921,0,71,14,21,6,1,12,10,23,0,0,4,1,8,28326,30948,397,80,1,0,0,161,8,16,6,0,10,12,14,1,0,2,0,4,26587,30223,346,109,0,0,1,2286.224
KR_7074730757,0,59,7,8,2,1,13,11,16,1,0,3,0,7,26587,29248,362,72,0,0,1,29,7,10,2,0,11,13,13,1,0,3,1,5,28928,32019,394,105,1,0,0,1111.222
KR_7108253277,1,39,7,14,9,0,21,12,19,1,1,6,1,14,32735,33753,391,108,1,0,1,149,10,18,3,1,12,21,9,0,0,0,0,2,28133,31353,387,102,0,0,0,1307.739
KR_7092401778,0,31,9,13,2,1,20,10,24,0,0,3,1,8,30577,31195,386,68,1,0,0,50,5,12,7,0,10,20,10,1,0,3,0,4,27432,30662,345,99,0,0,1,1583.06
KR_7075734264,0,62,5,2,0,0,10,17,8,0,0,3,0,8,25977,28347,344,73,0,0,0,27,3,13,4,1,17,10,17,2,0,3,3,13,32368,33028,359,118,1,0,1,1148.773
KR_7078150374,0,168,5,6,4,0,18,22,24,1,0,2,1,8,30415,28955,298,95,0,0,1,30,6,9,3,1,22,18,29,0,0,4,3,11,34860,33190,378,86,1,0,0,1265.402
KR_7106214125,0,64,10,10,5,1,15,19,8,0,0,2,0,9,27274,29032,350,76,0,0,0,27,6,14,7,0,19,15,27,1,0,1,2,7,31894,29247,346,93,1,0,1,1505.836
KR_7101289834,1,33,10,12,9,1,21,17,26,1,0,3,1,6,30750,27973,363,66,1,0,1,35,11,12,4,0,17,21,32,1,0,3,0,1,29120,27342,331,85,0,0,0,1764.801
KR_7101773553,1,25,5,2,0,1,16,21,14,1,0,5,0,8,28410,29893,297,98,0,0,1,46,4,4,2,0,21,16,19,0,0,1,0,3,30804,31622,356,80,0,0,0,2003.506
KR_7085836533,0,32,4,13,5,0,9,19,16,0,0,3,0,5,27000,29086,358,82,0,0,0,41,7,9,3,1,19,9,23,2,0,3,2,9,31944,32035,398,106,1,0,1,1416.345
KR_7094549137,0,33,5,6,2,0,3,15,5,0,0,0,0,7,22566,27541,325,99,0,0,0,32,6,15,4,1,15,3,18,2,0,6,2,8,30775,30773,409,96,1,0,1,1334.922
KR_7089276639,1,28,8,5,1,1,21,10,22,0,1,6,1,10,30667,30654,328,84,1,0,0,26,2,4,4,0,10,21,8,1,0,0,1,6,27126,28608,364,88,0,0,1,1719.08
KR_7050498423,1,38,6,8,5,1,19,11,27,1,0,2,0,13,30125,30580,361,91,0,0,1,34,7,5,3,0,11,19,10,0,1,4,2,7,28386,28808,377,76,1,0,0,1846.925
KR_7094001683,1,29,5,8,3,1,14,16,14,0,0,6,1,10,28363,28908,343,72,1,0,0,34,6,8,4,0,16,14,21,2,0,0,1,4,29917,28020,359,73,0,0,1,1318.375
KR_7100892139,0,38,8,11,5,0,17,22,21,1,0,3,2,10,31650,32185,385,85,0,0,1,30,7,12,4,1,22,17,33,1,0,3,1,3,31588,30634,335,74,1,0,0,1994.933
KR_7074408160,1,31,8,11,4,1,12,10,14,1,0,6,2,6,28570,28752,334,92,1,0,1,36,5,7,3,0,10,12,13,0,0,0,0,3,26871,29666,376,76,0,0,0,1815.349
KR_7055701666,0,25,5,6,5,0,9,20,11,0,0,1,0,8,23746,27357,319,66,0,0,0,42,7,9,5,1,20,9,27,2,0,2,2,6,33339,32752,371,100,1,0,1,1296.923
KR_7101746108,1,25,2,8,2,1,8,14,8,1,0,1,0,6,25058,29649,372,80,0,0,1,65,7,12,2,0,14,8,13,0,0,5,2,10,30345,30556,379,106,1,0,0,1629.891
KR_7085615433,0,89,9,10,3,1,14,11,16,0,0,0,1,8,29168,30733,377,87,1,0,0,66,6,11,5,0,11,14,15,1,1,6,0,4,27669,29602,359,107,0,0,1,1705.123
KR_7106139925,0,35,7,11,9,0,11,15,16,0,0,0,1,8,27452,28168,342,84,1,0,0,29,10,8,4,1,15,11,22,1,0,6,0,5,29309,30352,360,100,0,0,1,1635.915
KR_7104970488,1,29,6,11,4,0,8,11,10,0,0,3,1,10,26284,29323,313,103,1,0,0,29,5,8,2,1,11,8,10,1,0,3,1,7,27718,29224,380,88,0,0,1,1869.085
KR_7051978366,0,35,5,11,5,1,10,18,17,1,0,3,2,11,28646,30089,379,79,1,0,1,48,11,8,4,0,18,10,18,1,0,3,1,2,30526,33993,389,87,0,0,0,1802.689
KR_7097280692,0,46,6,21,7,0,9,10,5,2,0,0,1,4,25453,30461,352,89,0,0,1,40,10,13,3,1,10,9,10,0,0,6,2,9,28501,30565,370,109,1,0,0,1303.929
KR_7077555769,1,26,3,15,7,1,10,16,9,0,1,5,1,9,26397,29598,346,75,0,0,0,31,10,12,1,0,16,10,18,2,0,1,1,3,29334,31298,349,117,1,0,1,1812.052
KR_7072393767,1,33,10,10,4,1,13,11,14,0,0,2,1,10,28732,31271,371,98,1,0,0,45,7,10,4,0,11,13,17,1,0,4,0,5,26210,28907,338,84,0,0,1,1822.927
KR_7106345613,1,31,8,17,7,1,14,3,18,1,1,3,2,12,31201,32800,397,93,1,0,1,37,9,8,4,0,3,14,5,0,0,3,0,0,23117,28430,351,110,0,0,0,1081.683
KR_7100962173,0,29,3,19,6,0,20,14,20,1,0,5,2,15,31188,30314,351,59,1,0,1,46,7,1,0,1,14,20,25,0,0,1,0,1,28934,28207,336,82,0,0,0,1717.222
KR_7077573777,1,24,7,12,7,0,12,14,7,2,0,3,2,9,27888,30967,388,85,1,0,1,94,9,10,5,1,14,12,20,0,0,3,0,1,27284,30949,365,74,0,0,0,1546.769
KR_7067279428,1,32,2,14,5,0,7,12,9,0,0,0,0,5,25545,29975,405,101,0,0,0,36,5,9,1,1,12,7,13,2,0,6,1,5,27657,29011,365,92,1,0,1,2153.001
KR_7077999386,0,31,8,18,6,1,12,8,18,2,0,0,1,7,27562,29825,364,92,1,0,1,39,7,12,4,0,8,12,11,0,1,6,2,8,27655,29816,379,84,0,0,0,1607.993
KR_7105874246,1,104,5,12,5,0,13,8,21,1,0,4,0,9,29524,32917,379,100,0,0,1,32,8,13,2,1,8,13,7,0,0,2,1,4,26434,29868,395,72,1,0,0,937.57
KR_7073831477,1,30,7,11,5,0,8,10,9,0,0,3,1,9,26775,30249,392,89,1,0,0,60,8,11,6,1,10,8,14,2,1,3,1,2,26386,29959,349,106,0,0,1,1698.741
KR_7086753391,0,29,4,12,4,0,7,14,4,0,0,6,0,10,25840,30964,397,93,0,0,0,23,5,8,1,1,14,7,15,2,0,0,1,3,29132,33144,398,96,1,0,1,1559.642
KR_7052160460,0,38,4,9,2,0,10,12,13,0,0,1,0,6,26892,29195,381,82,0,0,0,36,7,11,2,1,12,10,14,2,0,5,1,5,28566,30257,398,82,1,0,1,1507.312
KR_7016297545,0,114,11,10,6,1,6,12,6,0,0,6,0,7,25137,29336,390,81,0,0,0,40,11,8,4,0,12,6,12,2,0,0,1,2,28540,31670,405,86,1,0,1,1430.909
KR_7088589877,0,33,7,6,1,1,15,18,24,0,0,6,2,8,29205,30138,341,87,1,0,0,73,7,14,6,0,18,15,24,2,0,0,0,2,31689,31807,384,84,0,0,1,1319.792
KR_7083604224,1,40,11,14,4,1,9,7,10,2,0,1,1,8,25321,28528,357,85,1,0,1,38,11,9,2,0,7,9,7,0,0,5,0,2,25237,28993,374,86,0,0,0,1332.259
KR_7084323394,0,54,9,16,5,0,6,8,8,1,0,2,2,8,24518,26241,320,95,0,0,1,82,7,14,5,1,8,6,7,0,1,4,2,10,29928,31810,432,92,1,0,0,1509.938
KR_7091401150,1,50,10,19,8,1,13,8,20,0,0,6,0,12,28981,31636,402,100,0,0,0,42,11,8,5,0,8,13,12,1,0,0,0,1,26174,28608,359,91,0,0,1,1426.559
KR_7076769796,1,29,5,5,2,1,16,12,20,1,0,1,1,9,31894,32322,389,106,1,0,1,23,6,10,3,0,12,16,17,0,0,2,0,6,27564,30192,384,76,0,0,0,1529.606
KR_7100076289,1,30,6,17,4,1,11,6,13,2,0,4,0,6,26377,30875,373,100,0,0,1,37,5,13,6,0,6,11,8,0,1,2,1,6,25660,28494,349,76,1,0,0,2004.906
KR_7071666960,1,101,6,12,6,1,9,11,12,1,0,0,1,9,25469,29392,391,64,1,0,1,37,9,10,4,0,11,9,10,0,0,6,0,3,28808,33270,404,105,0,0,0,2208.485
KR_7105325000,1,51,11,11,5,0,11,8,18,0,0,6,0,9,28202,31837,389,108,0,0,0,30,7,11,4,1,8,11,9,1,0,0,0,1,25860,30751,374,84,0,0,1,1366.436
KR_7100712661,1,28,2,9,6,0,11,7,12,0,0,2,1,12,29091,31107,399,86,1,0,0,31,9,8,1,1,7,11,3,1,0,4,0,2,24916,30115,381,96,0,0,1,1662.644
KR_6941500363,0,43,3,6,4,0,11,27,19,0,0,5,2,14,29147,27644,338,94,0,0,0,59,10,9,3,1,27,11,42,2,0,1,3,10,37786,31417,364,106,1,0,1,1144.588
KR_7089134194,1,39,7,13,4,1,17,10,20,1,0,6,0,9,29551,30804,350,106,0,0,0,40,7,16,7,0,10,17,9,1,0,0,0,2,25759,28443,355,68,0,0,1,1152.811
KR_7085141287,0,70,4,4,3,1,11,19,8,0,0,5,0,3,25111,28911,358,91,0,0,0,25,5,13,3,0,19,11,24,2,0,1,2,9,31952,34230,406,88,1,0,1,1311.909
KR_7089920208,1,196,10,11,1,0,18,5,21,1,0,4,7,16,35441,33867,404,116,1,1,1,23,1,4,2,1,5,18,3,0,0,2,0,0,21758,25620,326,88,0,0,0,933.631
KR_7101754402,0,43,12,12,5,0,1,9,0,0,0,4,0,6,22756,29456,410,100,0,0,0,51,13,20,9,1,9,1,12,0,0,2,0,1,27945,33576,432,111,0,0,0,1396.687
KR_7066876994,1,32,10,9,4,0,17,19,17,0,0,3,1,11,30996,30824,345,104,1,0,0,38,8,9,6,1,19,17,15,2,1,3,0,3,29180,28156,329,63,0,0,1,1222.269
KR_7091108674,0,26,3,7,6,0,8,13,6,0,0,1,1,4,25128,28450,360,86,1,0,0,340,9,4,1,1,13,8,15,2,0,5,0,3,27318,30640,362,86,0,0,1,1560.963
KR_7084933457,0,32,5,9,5,1,9,12,10,0,0,0,1,6,25469,28835,383,60,0,0,0,33,10,11,3,0,12,9,19,2,0,6,1,6,30242,30525,420,85,1,0,1,1258.869
KR_7101791780,0,63,4,7,4,0,11,19,10,0,0,4,0,4,26204,30051,329,96,0,0,0,34,7,6,3,1,19,11,22,0,1,2,2,12,32380,32595,414,84,1,0,0,969.593
KR_7065081440,0,27,7,7,3,0,12,14,8,1,0,6,1,13,26891,30390,375,76,1,0,1,145,6,10,4,1,14,12,12,1,0,0,0,4,28950,31239,354,99,0,0,0,1840.369
KR_7094960227,1,142,7,12,5,0,16,13,16,1,0,5,2,14,31493,32617,408,82,1,0,1,27,8,10,4,1,13,16,15,0,0,1,0,3,27532,30133,364,62,0,0,0,1519.684
KR_7095716305,1,51,7,7,5,0,11,18,12,1,0,4,0,9,26097,29465,323,88,0,0,1,28,7,10,4,1,18,11,16,0,0,2,0,4,29600,30538,344,102,0,0,0,1528.604
KR_7079032360,0,37,9,5,4,1,12,22,11,1,0,3,0,9,27287,27956,359,84,0,0,0,27,8,12,6,0,22,12,26,1,0,3,1,5,31962,31015,341,89,1,0,1,1025.862
KR_7102237799,1,28,5,13,4,0,11,15,11,1,0,2,0,10,27026,29059,401,71,0,0,1,224,5,13,4,1,15,11,19,0,0,4,1,4,29484,30258,370,79,1,0,0,1519.497
KR_7094236495,0,37,10,10,5,0,9,12,10,0,1,0,0,5,25893,29518,362,77,0,0,0,30,7,10,4,1,12,9,12,2,0,6,0,2,27585,29300,368,91,0,0,1,1486.669
KR_7086909915,0,33,9,10,5,0,18,17,20,1,0,0,0,8,28435,29572,333,80,0,0,1,55,6,9,6,1,17,18,18,0,0,6,0,2,28992,30967,328,84,0,0,0,1555.313
KR_7095409023,1,30,5,8,1,1,18,12,19,1,0,3,0,11,29327,31826,355,82,0,0,1,29,3,8,3,0,12,18,16,0,0,3,2,4,28294,28621,332,66,1,0,0,1815.243
KR_7083247434,0,25,4,11,3,0,10,20,14,1,0,0,1,7,25157,27300,323,70,0,0,0,153,8,7,2,1,20,10,31,1,1,6,3,11,34521,31666,386,96,1,0,1,1424.355
KR_7081441007,0,32,7,25,4,0,4,8,4,0,0,3,0,5,24039,30135,407,89,0,0,0,78,9,8,3,1,8,4,7,2,1,3,1,6,27849,33094,429,117,1,0,1,1464.29
KR_7090402046,1,30,4,2,1,0,12,14,11,0,0,5,1,11,28205,30494,331,94,1,0,0,22,2,9,3,1,14,12,11,1,0,1,0,2,27609,31977,369,97,0,0,1,2227.377
KR_7087085362,0,39,7,12,4,1,6,13,5,0,0,3,1,8,24160,28254,356,101,1,0,0,45,8,15,5,0,13,6,13,1,0,3,1,5,30413,32178,401,92,0,0,1,1139.059
KR_7100823574,1,25,3,5,2,1,11,20,17,0,0,6,1,12,27725,27250,353,72,1,0,0,115,4,6,1,0,20,11,38,2,0,0,0,1,29774,29424,310,92,0,0,1,1369.204
KR_7095593947,1,34,6,11,7,1,8,15,6,0,0,3,1,13,27244,29261,375,83,0,0,0,41,9,15,5,0,15,8,15,2,1,3,1,1,29233,31268,351,96,1,0,1,1814.39
KR_7108063300,0,36,7,11,5,0,11,16,10,1,0,3,1,4,25527,29347,306,90,0,0,1,95,7,11,4,1,16,11,17,1,0,3,2,6,30347,31828,373,94,1,0,0,1125.875
KR_7085438738,1,34,5,9,5,0,18,10,18,1,0,6,3,10,31890,32025,398,92,1,0,0,33,7,7,3,1,10,18,12,1,0,0,0,3,25358,27821,326,76,0,0,1,1231.239
KR_7075634022,0,37,6,18,4,1,9,11,10,0,0,5,0,12,27615,29353,386,98,0,0,0,87,6,10,6,0,11,9,15,1,0,1,0,1,26720,28584,353,90,0,0,1,1887.457
KR_7105135929,1,32,8,11,6,0,7,7,8,1,1,3,0,7,24133,29459,359,83,0,0,0,34,9,11,6,1,7,7,8,1,0,3,0,3,26575,30653,413,103,0,0,1,2065.357
KR_7103947275,1,79,11,15,6,1,20,14,27,0,0,6,2,13,32567,31101,355,84,1,0,0,37,10,9,4,0,14,20,16,0,0,0,0,1,28264,28437,334,66,0,0,0,1424.271
KR_7075050716,0,29,8,10,5,0,5,14,5,0,0,6,0,8,23113,27063,318,88,0,0,0,36,9,6,3,1,14,5,19,2,0,0,2,5,30665,31866,410,99,1,0,1,1152.564
KR_7070415062,0,24,3,9,5,1,15,19,15,1,1,6,0,8,29524,31066,342,107,0,0,1,57,10,5,1,0,19,15,19,1,0,0,0,2,30292,33886,399,92,0,0,0,1752.514
KR_7097593416,0,25,6,10,5,0,6,10,7,0,0,4,0,5,24751,29929,392,100,0,0,0,50,8,7,4,1,10,6,12,2,0,2,1,4,27562,30820,381,80,1,0,1,1489.55
KR_7074000572,0,35,2,10,3,1,18,14,15,1,0,6,0,6,28583,30728,359,91,0,0,1,28,6,6,1,0,14,18,19,0,0,0,1,3,28784,31411,375,86,1,0,0,2315.107
KR_7068661360,0,32,7,13,6,0,6,6,5,1,0,0,1,10,24352,28250,332,96,1,0,1,68,7,17,6,1,6,6,6,1,0,6,1,1,25698,29434,395,106,0,0,0,1733.447
KR_7085403613,1,28,6,5,4,1,11,16,9,1,1,6,0,8,27627,31027,390,106,0,0,1,26,7,11,3,0,16,11,24,1,0,0,0,3,29800,32537,391,97,0,0,0,1472.688
KR_7052382328,0,25,4,7,5,1,11,15,10,0,0,1,1,7,26027,28330,333,94,1,0,0,71,7,6,4,0,15,11,11,1,0,5,0,7,29870,31829,399,90,0,0,1,1646.217
KR_7104660364,0,232,4,4,3,1,8,19,5,0,0,6,1,7,25923,28571,349,89,0,0,0,27,9,8,2,0,19,8,22,2,0,0,1,4,29352,31051,301,71,1,0,1,972.173
KR_7099614030,1,36,8,9,4,0,15,11,27,1,0,6,2,8,30906,30800,369,83,1,0,0,77,5,9,4,1,11,15,16,1,0,0,0,3,26206,28979,302,113,0,0,1,1559.073
KR_7108563736,0,82,5,12,6,1,12,10,16,0,1,5,0,4,27655,30425,373,100,0,0,0,32,9,12,4,0,10,12,15,2,0,1,1,6,28846,30559,404,93,1,0,1,1670.56
KR_7077664299,0,39,9,10,5,1,20,9,26,0,0,3,2,11,31337,31982,392,80,0,0,0,32,8,10,7,0,9,20,10,1,0,3,2,5,27374,27502,337,79,1,0,1,1886.036
KR_7078603829,0,36,8,7,2,1,10,12,5,2,0,6,1,14,27756,31156,362,116,1,0,1,27,4,13,6,0,12,10,9,0,1,0,0,2,26848,32774,377,84,0,0,0,1628.957
KR_7104819677,1,29,6,8,3,1,13,9,20,2,0,3,0,12,28680,31335,384,86,0,0,1,65,4,14,5,0,9,13,11,0,0,3,0,2,26217,31631,378,110,0,0,0,2204.654
KR_7086644026,0,34,8,16,10,1,6,13,11,0,0,2,1,7,25788,29291,383,84,1,0,0,38,14,20,8,0,13,6,28,1,0,1,0,2,30045,33101,433,86,0,0,1,1743.653
KR_7082137639,1,31,8,12,5,0,4,3,4,2,0,6,3,10,27628,31948,421,127,1,0,1,65,7,7,5,1,3,4,5,0,0,0,0,1,23747,29788,405,108,0,0,0,1466.083
KR_7109159792,0,59,5,7,3,1,8,14,10,0,0,1,1,7,25495,27941,324,90,1,0,0,34,5,10,3,0,14,8,16,1,0,5,2,6,31069,31480,367,90,0,0,1,1802.741
KR_7077448273,1,38,11,7,1,0,14,8,14,1,0,6,3,11,28960,29667,353,95,1,0,0,27,1,9,5,1,8,14,9,1,0,0,1,3,25611,27722,354,87,0,0,1,1162.553
KR_7095442214,0,31,9,8,3,0,8,19,7,0,0,1,1,7,25036,28127,360,86,0,0,0,33,8,9,5,1,19,8,20,2,0,5,2,6,32976,34159,412,137,1,0,1,962.897
KR_7052358098,0,58,7,7,3,0,8,22,11,0,0,3,0,8,25233,28459,310,109,0,0,0,27,5,11,5,1,22,8,13,2,0,3,2,6,32251,33546,408,82,1,0,1,1362.16
KR_7083635990,0,39,9,9,5,1,16,13,12,1,0,5,0,15,29027,30228,340,105,0,0,0,31,6,12,5,0,13,16,17,1,0,1,0,2,27592,29989,357,90,0,0,1,2445.76
KR_7079855200,0,33,9,13,6,0,13,14,21,1,0,0,0,4,27273,29481,340,88,0,0,1,35,7,10,5,1,14,13,26,0,0,6,1,5,30643,31625,385,112,1,0,0,1267.85
KR_7088497596,0,23,2,1,1,1,12,26,10,1,0,0,0,5,26526,29134,346,87,0,0,1,26,4,4,1,0,26,12,18,1,1,6,3,8,34978,35473,415,85,1,0,0,954.57
KR_7107856182,1,30,6,8,4,1,15,9,15,2,1,6,2,12,29744,31932,354,101,1,0,1,32,6,6,3,0,9,15,5,0,0,0,1,4,25477,29193,334,76,0,0,0,1559.3
KR_7093899781,1,23,6,13,6,1,19,7,26,1,0,6,4,12,33230,31626,378,100,1,0,1,62,7,6,3,0,7,19,13,1,0,0,0,0,24475,26320,340,89,0,0,0,1064.779
KR_7082944119,1,35,6,13,3,1,16,5,15,2,0,3,2,13,30099,32932,395,96,1,0,1,51,6,8,4,0,5,16,4,0,0,3,0,2,22324,26876,322,80,0,0,0,1402.669
KR_7074746969,1,34,8,14,8,0,15,8,15,0,0,1,0,7,28861,32338,421,74,0,0,0,33,10,14,5,1,8,15,8,2,0,5,0,1,26909,31298,425,110,0,0,1,1565.423
KR_7049788770,1,64,10,12,5,1,13,9,13,1,0,4,1,12,28784,29919,364,87,1,0,1,35,6,12,6,0,9,13,3,0,0,2,0,4,26475,30615,408,95,0,0,0,1332.231
KR_7080482020,0,28,7,15,6,0,6,10,5,0,0,0,1,8,24599,28310,366,77,1,0,0,29,8,13,6,1,10,6,15,1,1,6,0,4,27822,30812,371,106,0,0,1,2118.878
KR_7106347866,0,33,6,8,4,1,6,12,7,0,0,3,0,6,25162,30496,412,94,0,0,0,28,7,9,4,0,12,6,14,1,0,3,1,4,29222,33667,431,109,1,0,1,1012.742
KR_7103393949,1,61,6,7,5,0,14,12,13,1,1,6,1,8,28748,30602,354,113,1,0,1,42,7,7,3,1,12,14,12,0,0,0,0,3,28030,30569,365,86,0,0,0,1660.074
KR_7091085207,0,34,13,10,3,1,25,15,24,0,1,6,1,12,33136,29613,358,54,1,0,0,33,7,7,3,0,15,25,21,1,0,0,0,1,29159,29972,329,91,0,0,1,2165.944
KR_7080166808,0,56,6,9,4,0,6,12,7,0,0,4,0,10,24177,27375,364,78,0,0,0,34,9,9,5,1,12,6,12,1,1,2,2,7,31010,34172,406,111,1,0,1,960.082
KR_7069545588,0,111,9,16,3,1,8,5,13,2,0,3,0,10,25837,30633,368,114,0,0,1,41,10,15,7,0,5,8,7,0,0,0,0,1,23951,28449,372,88,0,0,0,1977.014
KR_7076205276,1,36,9,15,4,0,12,7,9,1,1,6,4,14,30819,32325,418,115,1,0,1,69,5,12,6,1,7,12,4,1,0,0,0,0,24217,28846,353,92,0,0,0,2471.886
KR_7105889323,0,36,7,9,4,1,16,17,16,0,1,3,3,16,30775,30897,356,90,1,0,0,54,6,8,3,0,17,16,15,1,0,3,0,4,29432,31755,357,86,0,0,1,1871.661
KR_7100449842,0,51,6,9,5,1,11,14,18,0,0,0,0,7,27916,30266,407,80,0,0,0,270,10,7,3,0,14,11,21,2,0,6,1,8,31148,31823,361,140,1,0,1,1555.758
KR_7074822910,1,100,4,11,5,1,14,5,12,1,0,6,3,12,31105,32203,434,92,1,0,1,97,8,10,3,0,5,14,8,0,0,0,1,4,24460,27027,366,62,0,0,0,950.104
