matchId,blueWins,blueWardsPlaced,blueControlWardsPlaced,blueWardsDestroyed,blueControlWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueVoidGrubs,blueTowersDestroyed,bluePlatesDestroyed,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueFirstTurret,blueInhibitorsDestroyed,blueFirstDragon,redWardsPlaced,redControlWardsPlaced,redWardsDestroyed,redControlWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redVoidGrubs,redTowersDestroyed,redPlatesDestroyed,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redFirstTurret,redInhibitorsDestroyed,redFirstDragon,gameDuration
KR_7103467251,1,43,9,10,3,1,12,15,14,0,0,2,0,10,26801,27965,347,70,0,0,0,32,8,9,7,0,15,12,16,1,0,4,1,3,29411,30691,349,103,1,0,1,2343.847
KR_7029911546,1,36,11,5,3,1,8,5,9,1,0,5,0,5,25584,31659,418,74,0,0,1,24,6,15,7,0,5,8,7,0,0,1,0,4,24827,30167,403,106,0,0,0,1939.513
KR_7077250839,1,33,11,6,2,1,10,14,6,1,1,6,0,8,25930,29714,364,88,0,0,1,56,3,10,5,0,14,10,19,1,0,0,1,2,28200,29638,341,100,1,0,0,1553.7
KR_7101806500,0,28,5,8,5,0,14,23,9,1,0,3,0,9,28190,31246,345,86,0,0,0,36,10,9,3,1,23,14,27,1,0,3,1,6,31584,31717,355,82,1,0,1,2213.758
KR_7099122531,1,29,7,6,5,1,14,13,19,0,0,6,2,13,31288,31993,379,91,1,0,0,32,8,10,3,0,13,14,19,1,0,0,0,1,27239,29741,340,84,0,0,1,1470.118
KR_7108151716,0,41,9,11,4,1,7,8,7,0,0,6,1,7,24827,28943,347,83,1,0,0,33,9,11,2,0,8,7,14,2,0,0,0,2,25332,31039,394,108,0,0,1,1409.276
KR_7074873325,1,30,7,6,4,1,18,23,17,0,0,3,1,8,29248,28610,313,82,0,0,0,52,7,10,3,0,23,18,15,2,0,0,1,6,30656,30599,319,83,1,0,1,1685.638
KR_7097653945,0,61,8,9,0,0,13,12,13,0,1,6,2,12,29889,31331,378,91,1,0,0,95,2,7,5,1,12,13,14,2,0,0,0,2,26481,31433,344,88,0,0,1,1507.327
KR_7092252820,0,34,4,9,4,0,9,18,11,0,0,3,1,2,24692,28553,335,74,0,0,0,30,9,10,2,1,18,9,25,1,0,3,3,9,33625,33032,414,99,1,0,1,1289.441
KR_7037397068,0,51,6,46,4,0,7,13,13,0,0,0,1,9,24570,28136,357,86,1,0,0,88,9,15,5,1,13,7,16,1,0,3,0,1,30483,31363,425,102,0,0,1,1687.262
KR_7107897649,1,35,7,6,3,1,18,6,18,2,0,6,5,13,33846,33641,402,114,1,0,1,20,3,7,3,0,6,18,9,0,0,0,0,5,23746,28463,354,75,0,0,0,936.953
KR_7086563296,0,104,6,6,2,1,6,20,5,0,0,0,1,9,24247,26788,324,72,0,0,0,80,8,13,5,0,20,6,17,2,1,6,2,10,30015,32196,358,96,1,0,1,1356.149
KR_7080187178,0,57,6,13,5,0,8,9,10,0,0,6,1,5,25706,29837,334,96,0,0,0,26,7,16,6,1,9,8,8,2,0,0,1,10,27811,29703,396,76,1,0,1,1437.891
KR_7099971425,0,49,9,4,3,1,12,20,15,0,0,6,1,13,29054,30670,335,111,1,0,0,35,8,11,7,0,20,12,28,1,0,0,1,4,31482,32495,368,88,0,0,1,1273.952
KR_7001498522,0,30,5,9,6,1,13,12,18,1,0,4,0,4,26838,28560,320,90,0,0,1,37,9,5,1,0,12,13,7,1,1,2,2,9,29153,30588,381,95,1,0,0,1227.318
KR_7086553718,1,66,7,14,5,1,10,12,17,0,0,3,1,6,27401,29942,402,74,0,0,0,34,9,13,6,0,12,10,15,1,0,3,1,7,28753,28910,348,89,1,0,1,2291.671
KR_7098657398,0,106,6,8,4,0,6,11,7,0,0,4,0,7,24316,28903,349,91,0,0,0,38,8,11,4,1,11,6,14,1,0,2,1,6,28186,29102,393,84,1,0,1,1715.3
KR_7071938996,0,29,9,4,3,1,4,9,5,0,1,3,1,6,24438,27062,331,93,0,0,0,27,8,9,6,0,9,4,11,2,0,3,1,4,26826,30111,382,101,1,0,1,1585.006
KR_7105786611,1,27,5,5,2,0,12,9,18,0,1,0,2,8,27551,28717,326,71,0,0,0,57,7,8,4,1,9,12,17,1,0,6,1,6,28042,30355,384,101,1,0,1,1536.774
KR_7100493244,0,26,5,8,3,0,10,18,13,1,0,6,1,12,27056,30801,344,92,0,0,1,21,5,7,4,1,18,10,15,1,0,0,2,4,30162,32200,371,88,1,0,0,1215.437
KR_7069425827,0,71,10,15,6,1,15,14,27,1,0,0,2,18,31059,30632,416,76,1,0,1,30,9,19,6,0,14,15,18,0,0,3,0,0,29040,31389,365,113,0,0,0,1802.446
KR_7084177288,1,38,5,9,5,1,14,11,14,2,0,1,2,9,28428,30152,372,90,1,0,1,43,8,12,4,0,11,14,24,0,0,5,0,0,26113,29665,346,78,0,0,0,1955.238
KR_7093861864,1,36,9,7,4,0,10,14,10,0,0,3,2,11,28699,31128,359,101,1,0,0,25,8,12,6,1,14,10,15,2,1,0,0,2,27277,30841,366,96,0,0,1,1625.566
KR_7095896515,0,66,6,8,6,1,19,12,19,0,0,3,1,10,31150,32241,371,104,1,0,0,53,8,6,1,0,12,19,17,1,0,3,1,3,28583,29090,360,75,0,0,1,1843.944
KR_7094836420,0,36,10,5,4,0,12,16,13,0,0,5,1,9,26484,28720,318,85,0,0,0,30,7,10,4,1,16,12,21,2,0,1,1,5,30727,33060,386,102,1,0,1,1347.467
KR_7087454522,1,27,4,8,3,0,19,9,17,0,0,5,2,15,30657,29475,335,67,0,0,0,44,5,6,2,1,9,19,10,1,0,1,1,5,27700,28088,355,85,1,0,1,1456.78
KR_6766812068,0,30,13,10,4,1,13,14,14,1,2,0,0,7,29149,32024,402,104,0,0,1,35,7,6,5,0,14,13,26,0,0,0,0,2,28846,31689,409,91,0,0,0,1451.472
KR_7016315300,1,44,5,14,5,1,7,4,10,1,1,6,0,6,24960,29209,370,103,0,0,1,35,6,7,4,0,4,7,2,0,0,0,0,4,24438,30192,408,91,0,0,0,2343.017
KR_7090332229,0,29,8,12,6,0,8,11,11,0,0,4,1,7,26419,30787,361,115,1,0,0,36,9,10,5,1,11,8,15,2,1,2,0,4,29654,33060,398,108,0,0,1,1690.262
KR_7089481292,0,30,5,6,1,1,9,9,12,0,0,5,1,12,28682,31191,430,100,1,0,0,26,3,5,3,0,9,9,9,0,0,1,0,0,25464,29793,373,82,0,0,0,2441.247
KR_7105064705,1,30,9,9,2,0,17,13,20,1,0,3,1,6,30237,31334,358,88,1,0,0,29,3,9,5,1,13,17,15,1,0,3,0,3,26908,28662,372,72,0,0,1,1003.054
KR_7093968650,1,176,2,5,4,1,16,11,17,1,0,3,0,7,28791,30668,331,97,0,0,1,29,5,7,2,0,11,16,10,0,0,3,2,4,27573,30600,364,79,1,0,0,1739.363
KR_7083885024,0,34,10,9,2,0,13,19,7,1,0,4,3,10,30092,30364,399,101,1,0,1,48,5,15,6,1,19,13,20,0,0,2,1,8,31435,31200,393,79,0,0,0,1680.061
KR_7080581663,0,41,5,15,4,1,11,14,15,0,0,3,2,7,28244,30175,371,107,1,0,0,43,8,15,5,0,14,11,14,1,0,3,1,4,30376,33955,431,95,0,0,1,1707.386
KR_7095204615,0,30,3,9,6,1,18,12,16,2,0,5,3,10,29688,31169,352,95,1,0,1,27,7,8,2,0,12,18,17,0,0,1,0,3,27612,26643,298,72,0,0,0,1592.776
KR_7085650737,0,43,9,14,8,1,15,9,13,1,0,6,2,9,31617,32918,396,116,1,0,0,37,9,19,6,0,9,15,14,1,0,0,0,2,26589,30658,364,79,0,0,1,2085.28
KR_7100870360,0,34,7,6,3,1,5,14,7,0,0,3,2,12,24789,28359,382,83,0,0,0,33,11,13,2,0,14,5,17,1,0,3,1,7,32566,34280,414,132,1,0,1,1150.271
KR_7099558970,0,31,6,8,1,0,9,8,14,0,0,6,1,12,27397,30710,372,80,1,0,0,37,6,11,6,1,8,9,11,2,0,0,1,1,29145,32834,455,116,0,0,1,1594.998
KR_7069582126,1,35,7,19,9,0,9,18,10,1,0,3,0,6,26176,29581,344,94,0,0,1,44,9,14,6,1,18,9,17,0,1,3,0,3,28706,33099,366,82,0,0,0,2049.542
KR_7105740941,0,36,8,11,6,1,14,11,19,1,0,4,2,15,30162,30216,409,83,1,0,0,37,10,12,6,0,11,14,22,1,0,2,0,2,28340,31492,406,84,0,0,1,1913.989
KR_6998305881,0,33,5,11,6,0,9,15,16,0,0,0,0,6,25612,29230,352,90,0,0,0,41,9,7,3,1,15,9,18,1,0,6,3,8,32013,31993,413,100,1,0,1,1436.728
KR_7086379404,0,35,4,6,4,0,15,22,12,0,0,4,0,4,28960,31939,341,110,0,0,0,23,6,7,2,1,22,15,19,2,0,2,1,7,31349,33049,319,92,1,0,1,1386.226
KR_7101459306,0,28,7,8,4,0,12,19,10,0,0,0,0,4,26235,28733,353,68,0,0,0,29,6,6,4,1,19,12,12,2,0,6,1,5,31944,33118,400,120,1,0,1,1795.247
KR_7089991314,0,38,15,7,4,1,11,14,20,1,1,1,3,16,29986,29317,416,63,1,0,1,31,8,12,4,0,14,11,21,1,0,5,0,0,29175,30713,349,124,0,0,0,1867.456
KR_7079498969,0,184,7,3,3,1,16,17,15,0,0,6,3,12,29104,28184,354,74,1,0,0,29,8,9,5,0,17,16,25,2,0,0,1,3,30168,29665,361,84,0,0,1,1892.025
KR_7090207343,0,56,10,9,3,1,9,9,13,1,0,2,1,8,26347,30152,395,59,1,0,1,31,5,12,5,0,9,9,7,1,0,4,0,1,25397,30723,334,111,0,0,0,1673.439
KR_7108891394,0,38,6,9,4,0,8,6,18,1,0,5,2,9,27176,29485,375,98,1,0,1,43,7,19,5,1,6,8,8,0,1,1,0,3,25370,32191,382,110,0,0,0,2357.287
KR_7104231461,0,26,6,12,3,1,15,14,16,0,0,3,1,7,28121,28869,345,73,0,0,0,31,6,5,3,0,14,15,13,1,0,3,3,10,31478,29740,393,82,1,0,1,1796.908
KR_7088864012,0,34,11,11,6,0,11,16,19,0,0,2,0,5,25402,28892,299,78,0,0,0,176,8,5,4,1,16,11,14,0,0,1,1,6,30638,31538,413,90,1,0,0,1341.091
KR_7095337485,0,30,6,8,3,1,23,17,26,1,1,5,4,13,34058,29328,320,84,1,0,1,58,9,8,3,0,17,23,19,0,0,1,0,7,30382,30040,337,76,0,0,0,2116.266
KR_7085591109,0,48,9,9,4,0,6,15,7,0,0,1,0,6,22993,25968,306,82,0,0,0,31,8,24,6,1,15,6,22,2,0,5,3,7,31877,33082,384,106,1,0,1,1355.451
KR_7077831310,0,31,10,9,4,1,14,10,19,0,1,2,0,9,27728,31148,393,76,0,0,0,30,8,9,5,0,10,14,12,2,0,4,0,1,27558,31945,366,124,0,0,1,1810.481
KR_7093462235,1,33,6,8,4,1,20,4,25,1,1,6,1,11,31592,33421,392,106,1,0,1,28,6,3,2,0,4,20,6,0,0,0,0,1,23673,29117,358,111,0,0,0,933.243
KR_7096592229,0,32,4,9,3,1,17,13,21,1,1,6,2,13,30567,31984,356,89,1,0,1,48,7,5,1,0,13,17,21,0,0,0,0,2,28890,31672,363,77,0,0,0,1875.62
KR_7086319352,1,29,4,12,4,1,9,13,6,1,0,2,0,4,26224,31292,363,112,0,0,1,65,8,8,3,0,13,9,11,0,0,4,1,6,29035,31968,384,100,1,0,0,1931.933
KR_7104153709,0,64,7,11,6,0,9,11,10,0,0,6,2,8,27430,31681,401,86,1,0,0,38,9,8,4,1,11,9,11,2,0,0,1,4,28622,32715,405,98,0,0,1,1509.723
KR_7091188830,0,187,7,11,4,0,4,11,4,0,0,0,0,7,24150,29559,379,96,0,0,0,38,7,36,6,1,11,4,6,2,0,3,1,4,28902,33561,426,102,1,0,1,1355.624
KR_7090570963,1,27,6,5,2,1,13,10,11,0,0,6,1,9,27826,29835,339,95,1,0,0,26,4,7,1,0,10,13,11,2,0,0,0,4,26223,29736,367,82,0,0,1,1514.866
KR_7100691894,0,92,11,8,2,0,13,23,15,0,0,6,0,8,29385,30926,404,104,0,0,0,41,9,16,10,1,23,13,33,2,0,0,1,5,31811,31008,363,83,1,0,1,1594.703
KR_7065360845,1,70,5,13,5,0,16,13,27,1,0,3,1,8,29090,28031,341,70,1,0,1,65,5,9,2,1,13,16,11,0,0,3,0,3,27658,29506,335,101,0,0,0,1536.477
KR_7099897350,0,56,5,18,8,0,11,9,19,0,0,3,0,5,26692,30855,359,104,0,0,0,34,8,11,3,1,9,11,9,2,1,3,2,10,30081,31021,446,94,1,0,1,1236.337
KR_7099988071,0,70,6,13,8,0,13,11,13,1,1,3,2,9,30272,30520,382,95,1,0,0,352,8,7,4,1,11,13,7,1,0,3,0,0,25915,30903,366,74,0,0,1,1750.1
KR_7073143728,0,46,13,9,4,0,16,21,27,0,0,6,1,3,27297,27596,293,66,0,0,0,171,9,12,7,1,21,16,28,2,0,0,3,12,35605,32660,411,116,1,0,1,1173.466
KR_7049941615,0,108,9,15,6,0,9,23,7,0,0,3,3,15,27378,29007,367,83,1,0,0,45,9,38,5,1,23,9,21,1,0,0,0,4,33132,31417,373,91,0,0,1,1075.327
KR_7099383187,0,32,5,6,2,0,5,15,8,0,0,6,1,7,23317,26259,299,96,1,0,0,48,12,18,4,1,15,5,16,2,0,0,1,5,29625,32081,383,104,0,0,1,1093.495
KR_7081081801,0,48,0,10,9,1,15,16,18,0,0,6,2,15,29881,28422,319,89,1,0,0,39,12,9,0,0,16,15,23,2,0,0,1,4,29059,28407,324,89,0,0,1,1174.284
KR_7098915150,1,105,6,10,3,1,12,11,16,1,0,0,1,8,28400,30575,380,92,1,0,1,193,5,8,1,0,11,12,8,0,0,3,1,4,27117,31160,337,106,0,0,0,1620.062
KR_7081234084,1,257,7,7,3,1,21,13,26,2,0,5,1,9,30905,30252,315,102,0,0,1,28,6,7,4,0,13,21,16,0,0,1,2,9,30941,30363,361,81,1,0,0,2044.304
KR_7080974494,0,32,6,9,4,0,8,16,13,0,0,0,0,9,25282,26513,327,76,0,0,0,32,7,11,4,1,16,8,26,2,1,6,1,7,30831,31183,372,100,1,0,1,968.503
KR_7108097218,1,41,9,12,4,0,13,5,22,2,0,1,0,6,26813,29710,359,82,0,0,1,37,8,19,8,1,5,13,9,0,0,5,2,6,26986,29746,390,98,1,0,0,1243.783
KR_7090566524,0,53,5,4,2,0,6,17,4,0,0,2,1,7,23207,26730,310,75,0,0,0,29,6,7,4,1,17,6,36,1,0,4,1,3,32412,32726,394,96,1,0,1,1326.747
KR_7092618226,1,29,3,8,6,0,14,12,17,1,0,6,1,9,27646,27939,315,104,1,0,1,32,7,5,2,1,12,14,18,0,0,0,0,3,27037,28379,330,92,0,0,0,1415.135
KR_7106743891,0,112,5,8,4,0,10,18,6,0,0,6,0,12,25838,30756,353,106,0,0,0,39,7,10,2,1,18,10,18,1,0,0,1,2,30834,32577,389,95,1,0,1,1864.291
KR_7107772378,1,62,9,8,5,1,19,13,33,1,1,5,2,6,30969,33878,354,106,1,0,1,65,10,13,5,0,13,19,19,0,0,1,0,3,28582,31197,384,101,0,0,0,1645.634
KR_7080033966,0,41,16,14,5,1,16,11,30,1,0,2,0,7,28918,29098,363,80,0,0,1,31,7,15,10,0,11,16,10,0,0,4,1,6,28913,30182,393,94,1,0,0,1432.393
KR_7097171822,1,32,7,14,4,0,11,12,8,1,0,3,1,11,28580,31808,398,88,1,0,1,62,7,9,3,1,12,11,14,1,0,3,1,6,28674,31442,401,99,0,0,0,1351.367
KR_7104938766,1,27,6,14,2,0,14,15,25,1,0,3,0,6,26718,28756,323,89,0,0,1,53,4,8,3,1,15,14,12,0,1,3,0,3,27543,28532,346,81,0,0,0,1885.877
KR_7077418349,1,35,11,9,3,0,8,10,14,0,0,6,0,9,26570,30893,377,100,0,0,0,40,10,9,7,1,10,8,15,2,0,0,2,5,28613,31742,418,84,1,0,1,1674.004
KR_7105975817,1,101,6,7,4,1,16,9,23,1,1,2,0,11,28940,31798,354,97,0,0,1,29,6,5,2,0,9,16,12,0,0,4,1,0,26048,27910,351,81,1,0,0,1499.398
KR_7106202651,1,61,4,6,3,1,15,11,15,1,1,6,1,11,30396,32659,344,114,1,0,1,24,3,4,1,0,11,15,13,0,0,0,0,1,26127,32001,357,102,0,0,0,1168.375
KR_7096508994,1,29,5,14,5,1,11,1,14,2,1,6,3,13,31606,30955,406,94,1,0,1,67,7,11,2,0,1,11,3,0,0,0,0,0,20690,27996,325,78,0,0,0,960.068
KR_7077619788,1,83,10,5,3,1,12,8,13,1,0,6,2,16,28818,30319,357,96,1,0,0,27,6,11,5,0,8,12,9,1,0,0,1,6,27956,29340,406,84,0,0,1,1843.634
KR_7078806115,1,31,7,5,1,0,26,14,41,2,0,5,5,17,37403,31887,341,101,1,0,1,23,3,5,2,1,14,26,23,0,0,1,0,2,27530,24971,283,64,0,0,0,1098.186
KR_7102302894,1,41,7,10,5,1,13,9,16,1,0,2,0,9,26870,27409,348,50,0,0,0,32,9,14,3,0,9,13,13,1,0,1,1,6,27412,28988,378,76,1,0,1,1766.851
KR_7097385282,1,57,7,11,5,0,9,6,13,1,0,3,0,5,26296,32448,431,102,0,0,1,28,7,7,5,1,6,9,15,0,0,3,0,3,25284,28909,368,82,0,0,0,1566.187
KR_7102531177,0,39,7,10,5,0,18,12,23,0,0,1,0,6,27456,28222,341,49,0,0,0,60,6,13,5,1,12,18,5,1,0,2,0,4,27750,29668,342,92,0,0,1,1865.613
KR_7081470296,1,42,9,11,4,0,12,12,15,0,0,3,2,11,27283,30316,350,90,1,0,0,32,6,19,5,1,12,12,20,1,0,3,0,6,29258,30536,383,98,0,0,1,1867.016
KR_7109248222,0,65,5,7,3,0,11,17,11,0,0,3,0,10,26206,28500,348,86,0,0,0,34,6,10,3,1,17,11,18,1,1,3,3,10,33630,33383,426,108,1,0,1,1314.498
KR_7094119039,1,34,7,7,4,0,12,17,18,0,0,2,1,7,28147,31647,369,94,0,0,0,30,8,13,5,1,17,12,19,2,0,4,1,2,30988,33548,391,94,1,0,1,2551.7
KR_7097130245,1,37,6,10,6,1,14,17,14,1,0,6,0,11,29076,30997,371,92,0,0,1,27,6,13,5,0,17,14,19,1,0,0,0,2,28815,32209,382,84,0,0,0,1753.444
KR_7090135929,1,37,9,11,3,1,6,10,6,1,0,2,1,13,25278,29902,383,104,1,0,1,49,5,10,6,0,10,6,11,1,1,1,0,1,27364,30727,401,74,0,0,0,1795.607
KR_7091427311,0,34,5,4,1,0,9,18,17,1,0,3,0,6,24868,27100,323,77,0,0,1,29,6,6,2,1,18,9,28,0,0,3,1,5,29978,28482,344,65,1,0,0,1202.338
KR_7083748753,1,30,11,8,4,1,18,6,22,0,1,0,3,13,33419,32584,391,94,1,0,0,28,7,9,4,0,6,18,12,1,0,6,0,0,24274,27316,365,89,0,0,1,959.699
KR_7103523291,1,39,12,14,4,0,10,11,10,0,0,5,0,4,25364,29350,310,102,0,0,0,75,7,18,9,1,11,10,11,1,0,1,0,4,26825,31711,365,94,0,0,1,1814.344
KR_7062582031,1,30,11,14,2,1,14,14,18,0,0,4,0,5,28412,30434,374,85,0,0,0,38,5,10,7,0,14,14,9,2,0,2,1,6,29701,31842,370,119,1,0,1,1930.807
KR_7058592398,0,31,3,2,1,1,11,27,11,0,0,5,1,9,27413,27372,317,70,0,0,0,55,9,7,2,0,27,11,31,1,1,1,2,8,35828,34885,391,110,1,0,1,940.091
KR_7103597160,0,45,12,11,6,1,11,11,11,0,0,3,1,8,26752,31094,377,90,1,0,0,34,9,12,10,0,11,11,21,2,0,3,0,1,28463,31175,401,84,0,0,1,1943.547
KR_7097047797,0,39,11,15,5,0,19,13,25,2,0,3,1,10,31193,30350,367,92,1,0,1,46,7,15,7,1,13,19,17,0,0,3,0,1,28013,30192,373,95,0,0,0,1656.332
KR_7108103226,1,31,7,9,3,0,14,7,18,1,0,3,2,13,30081,32444,406,70,1,0,1,26,6,8,4,1,7,14,8,0,0,3,1,1,24257,28398,324,106,0,0,0,1104.233
KR_7093111359,0,35,12,10,2,0,9,13,8,2,0,1,0,4,24921,28474,354,65,0,0,1,35,9,10,8,1,13,9,18,0,1,5,1,6,30705,32408,412,114,1,0,0,1488.332
KR_7108167546,0,183,7,9,4,0,10,10,7,1,0,5,1,11,27634,29762,374,93,1,0,1,35,7,10,5,1,10,10,8,0,1,1,1,5,27219,31745,396,101,0,0,0,1940.11
KR_7096248209,0,57,7,10,3,1,11,10,18,0,0,3,0,8,26154,29354,351,85,0,0,0,40,4,10,4,0,10,11,13,1,0,0,1,4,27280,29712,399,74,1,0,1,1986.185
KR_7086529677,1,45,8,12,8,0,8,6,9,0,0,6,1,10,26642,28357,396,70,1,0,0,46,8,8,4,1,6,8,8,2,0,0,0,2,25679,29812,411,100,0,0,1,1439.617
KR_7101642299,0,62,8,8,2,0,9,16,9,0,0,3,1,14,26930,29288,357,90,1,0,0,32,7,11,8,1,16,9,27,1,0,3,0,3,28687,30929,339,78,0,0,1,1622.952
KR_7028217882,0,33,8,22,6,0,11,17,13,0,0,3,1,7,25882,29034,332,82,0,0,0,41,9,12,4,1,17,11,18,2,1,3,1,3,29866,30182,353,85,1,0,1,1572.716
KR_7108319696,0,30,6,11,7,1,17,14,13,0,0,6,2,9,28630,29240,348,73,1,0,0,36,9,5,2,0,14,17,16,2,1,0,0,4,29210,29909,341,82,0,0,1,1542.218
KR_7080819948,1,34,7,17,6,0,15,7,19,1,0,6,3,9,30204,31787,392,74,1,0,1,54,7,10,5,1,7,15,12,0,0,0,0,1,23995,27516,325,85,0,0,0,1395.5
KR_7049669702,0,32,4,9,2,1,6,20,9,0,0,3,1,6,24969,27977,352,93,1,0,0,41,5,11,4,0,20,6,24,2,0,3,1,7,32298,33052,393,70,0,0,1,1367.209
KR_7080262756,1,35,13,11,5,0,16,22,17,1,0,3,1,8,28948,27996,343,70,0,0,1,37,9,13,7,1,22,16,29,1,0,3,2,5,32464,30419,326,82,1,0,0,1888.518
KR_7075606328,1,66,14,8,3,0,22,13,29,1,1,6,1,13,31389,32227,357,92,1,0,0,27,6,15,5,1,13,22,18,1,0,0,0,0,26983,26901,314,83,0,0,1,1576.9
KR_7107074079,1,25,2,5,2,1,16,9,18,0,0,6,1,14,28533,30937,363,80,1,0,0,26,4,8,1,0,9,16,7,1,0,0,0,1,24887,30010,370,74,0,0,1,1724.777
KR_7044668634,1,36,5,8,5,1,11,15,14,1,0,2,0,7,28120,29752,401,85,0,0,1,37,7,8,4,0,15,11,17,0,0,1,1,7,30560,29982,385,96,1,0,0,1756.494
KR_7081035011,0,54,9,9,3,0,2,8,3,0,0,3,0,5,22656,28521,394,93,0,0,0,36,5,15,6,1,8,2,15,1,0,3,0,2,26441,31447,415,94,0,0,1,1733.934
KR_7079226394,0,37,7,5,1,1,11,15,9,0,0,6,3,15,28652,30222,349,103,1,0,0,35,6,9,4,0,15,11,19,1,1,0,0,1,29398,29241,354,62,0,0,1,1750.905
KR_7082850661,0,48,8,15,7,0,10,13,6,0,1,4,1,11,27042,30189,395,75,1,0,0,151,9,9,4,1,13,10,17,2,0,2,0,1,27792,30915,416,92,0,0,1,1892.688
KR_7102728295,0,176,5,7,4,0,12,17,23,2,0,1,0,8,27317,28433,352,90,0,0,1,154,9,11,3,1,17,12,32,0,0,5,1,5,30961,30587,360,94,1,0,0,1582.039
KR_7106706950,1,32,5,9,4,1,10,5,15,0,1,3,0,8,27763,32522,413,104,0,0,0,69,6,5,4,0,5,10,5,1,0,3,0,4,25721,31021,423,107,0,0,1,1828.452
KR_7043891451,1,30,10,17,6,1,11,5,10,1,1,6,2,16,30462,32827,440,79,0,0,0,28,8,13,4,0,5,11,4,1,0,0,1,4,25469,30140,400,90,1,0,1,1293.356
KR_7092567877,0,32,9,6,2,1,12,10,8,0,0,6,0,5,27236,30844,392,86,0,0,0,28,4,8,3,0,10,12,16,1,0,0,0,1,25454,29009,332,95,0,0,1,1835.224
KR_7088567613,0,32,8,12,4,0,6,7,9,0,0,5,0,9,25904,30362,407,90,0,0,0,53,5,7,3,1,7,6,11,2,0,1,0,3,25991,30445,402,94,0,0,1,1621.617
KR_7080789731,1,25,5,7,2,1,12,8,12,1,0,6,1,12,28224,29722,351,98,1,0,1,32,4,10,4,0,8,12,14,0,0,0,0,2,25808,28382,380,81,0,0,0,1435.916
KR_7100478726,1,32,9,7,2,1,14,8,10,1,1,4,2,11,29051,32910,378,76,1,0,1,72,7,9,4,0,8,14,7,0,0,2,0,3,25665,29715,386,88,0,0,0,1152.784
KR_7082459618,1,68,7,7,3,1,23,12,22,1,0,6,1,13,33122,32373,341,115,1,0,0,78,8,5,2,0,12,23,17,1,0,0,1,4,28134,28258,370,68,0,0,1,1030.363
KR_7084575567,1,50,12,15,4,1,19,13,16,1,0,5,1,8,29391,30258,340,72,1,0,0,41,5,14,8,0,13,19,15,1,0,1,0,3,27193,30238,327,84,0,0,1,1775.89
KR_7053311938,0,27,7,17,8,0,9,17,13,0,0,1,1,6,26472,28384,364,80,0,0,0,70,11,8,5,1,17,9,18,1,0,5,1,5,31579,31497,396,83,1,0,1,1551.673
KR_7088165022,1,38,7,12,1,1,20,9,27,1,0,6,1,11,31318,31775,362,87,1,0,1,64,2,6,3,0,9,20,10,0,0,0,0,1,25318,28409,364,68,0,0,0,966.138
KR_7092074151,0,41,9,11,4,0,19,12,28,1,0,2,1,8,29813,31355,330,86,1,0,1,48,9,13,6,1,12,19,11,0,0,4,1,4,29814,29070,371,83,0,0,0,2143.32
KR_7067851177,1,79,6,17,9,1,9,5,7,0,1,3,0,4,26610,31917,394,106,0,0,0,42,13,14,4,0,5,9,4,2,0,3,0,1,24114,30050,407,112,0,0,1,2161.408
KR_7050385175,1,41,9,9,5,1,21,8,20,1,1,6,2,18,32496,32688,340,112,1,0,1,36,7,12,5,0,8,21,10,1,0,0,1,1,26470,27006,364,87,0,0,0,1213.082
KR_7087003528,0,35,9,8,2,1,10,10,8,0,0,4,0,6,26477,29558,389,83,0,0,0,38,7,7,5,0,10,10,15,1,1,2,0,3,27417,29744,386,91,0,0,1,1803.027
KR_7097607920,1,45,11,13,6,0,18,9,23,0,0,6,2,15,32954,32985,377,100,1,0,0,36,10,15,6,1,9,18,14,2,1,0,0,1,26563,29048,363,83,0,0,1,1038.102
KR_7090489258,0,39,8,8,5,1,8,16,14,0,0,2,0,5,25594,28350,367,90,0,0,0,31,9,16,6,0,16,8,19,2,0,4,1,7,30804,31472,374,94,1,0,1,1235.869
KR_7075593133,1,21,3,9,4,1,17,7,17,1,0,6,2,11,30516,31369,344,88,1,0,1,32,6,6,2,0,7,17,13,0,0,0,0,3,24711,26878,357,63,0,0,0,958.993
KR_7048714553,1,155,11,14,5,0,11,10,10,1,0,6,2,15,30028,31111,398,116,1,0,0,92,5,7,5,1,10,11,13,1,0,0,1,4,27105,28592,365,72,0,0,1,1360.394
KR_7089483746,1,61,7,4,3,1,18,14,23,1,0,3,0,9,28877,30656,340,68,0,0,1,30,6,12,4,0,14,18,17,0,0,3,1,5,28795,29303,406,71,1,0,0,1176.268
KR_7083389046,0,29,6,9,4,0,9,7,11,0,0,5,1,8,26765,29865,385,74,1,0,0,32,8,3,3,1,7,9,5,1,0,1,0,3,24493,30066,385,77,0,0,1,1366.501
KR_7102372118,0,31,5,8,4,0,2,17,1,0,0,1,2,5,21503,25975,341,68,0,0,0,35,9,11,3,1,17,2,17,1,1,5,1,4,30764,32671,390,90,1,0,1,945.803
